,M_Bio,M_Che,KO,KO_i,FBA_Bio,FBA_Che,Strain,FVA_Bio,FVA_Che,tgt,Che,Che_i
22,0.8458432199627773,0.06327103518370854,['FUM'],[358],0.9219480950505711,0.0,iJR,0.829753285545514,1.0825706089444547,90,EX_ac_e,288
23,0.9219480950719302,0.0,['FRD2'],[344],0.9219480950505711,0.0,iJR,0.829753285545514,3.7271028031614257,90,EX_ac_e,288
24,0.9104503188692024,0.2108772769704875,['SUCOAS'],[934],0.9219480950505711,0.0,iJR,0.829753285545514,3.6856538438463335,90,EX_ac_e,288
25,0.9061290519881277,0.3048023147857157,['AKGDH'],[129],0.9219480950505711,0.0,iJR,0.829753285545514,3.6704874714031273,90,EX_ac_e,288
26,0.0,20.000000000436557,['ICDHyr'],[562],0.9219480950505711,0.0,iJR,-200.0,-200.0,90,EX_ac_e,288
27,0.0,20.000000000194024,['CS'],[174],0.9219480950505711,0.0,iJR,-200.0,-200.0,90,EX_ac_e,288
28,0.8814605051330854,0.8409863228483005,['MDH'],[707],0.9219480950505711,0.0,iJR,0.829753285545514,3.2267471491855986,90,EX_ac_e,288
29,0.9219480950505694,0.0,['MDH2'],[710],0.9219480950505711,0.0,iJR,0.829753285545514,3.727102803609142,90,EX_ac_e,288
30,0.9219480950505694,0.0,['MDH3'],[715],0.9219480950505711,0.0,iJR,0.829753285545514,3.7271028009860956,90,EX_ac_e,288
31,0.9219480950719315,0.0,['ACALD'],[28],0.9219480950505711,0.0,iJR,0.829753285545514,3.727102801415973,90,EX_ac_e,288
32,0.9219480950719247,0.0,['HEX1'],[496],0.9219480950505711,0.0,iJR,0.7375584760404569,7.284326895947192,80,EX_ac_e,288
33,0.9059834153894792,0.30796780293497,['PGI'],[779],0.9219480950505711,0.0,iJR,0.7375584760404569,6.660553953827579,80,EX_ac_e,288
34,0.9082821458139984,0.2580036738561802,['PFK'],[888],0.9219480950505711,0.0,iJR,0.7375584760404569,7.09615994929699,80,EX_ac_e,288
35,0.9082821458139974,0.25800367385618034,['FBA'],[776],0.9219480950505711,0.0,iJR,0.7375584760404569,7.096159946449664,80,EX_ac_e,288
36,0.8445864993222695,1.6424624837729758,['TPI'],[1033],0.9219480950505711,0.0,iJR,0.7375584760404569,6.00255568415249,80,EX_ac_e,288
37,0.625012684519985,6.415016326887079,['GAPD'],[427],0.9219480950505711,0.0,iJR,-200.0,-200.0,80,EX_ac_e,288
38,0.625012684519985,6.415016326887079,['PGK'],[781],0.9219480950505711,0.0,iJR,-200.0,-200.0,80,EX_ac_e,288
39,0.745293294317762,3.800653191819121,['PGM'],[784],0.9219480950505711,0.0,iJR,0.7375584760404569,4.110465809862997,80,EX_ac_e,288
40,0.745293294317762,3.800653191819121,['ENO'],[260],0.9219480950505711,0.0,iJR,0.7375584760404569,4.110465809862997,80,EX_ac_e,288
41,0.9219480950719274,0.0,['PYK'],[852],0.9219480950505711,0.0,iJR,0.7375584760404569,7.284326895796689,80,EX_ac_e,288
42,0.9219480950719289,0.0,['LDH_D'],[620],0.9219480950505711,0.0,iJR,0.7375584760404569,7.284326893683144,80,EX_ac_e,288
43,0.921948095071933,0.0,['PFL'],[770],0.9219480950505711,0.0,iJR,0.7375584760404569,7.28432689275349,80,EX_ac_e,288
44,0.9189654937125947,0.02579541572638746,['PTAr'],[905],0.9219480950505711,0.0,iJR,0.7375584760404569,6.346853068961027,80,EX_ac_e,288
45,0.9189654937125947,0.02579541572638746,['ACKr'],[43],0.9219480950505711,0.0,iJR,0.7375584760404569,6.346853068961027,80,EX_ac_e,288
46,0.9014927680267776,0.3227808701035427,['G6PDH2r'],[393],0.9219480950505711,0.0,iJR,0.7375584760404569,6.955335989502061,80,EX_ac_e,288
47,0.9014927680267776,0.3227808701035427,['PGL'],[782],0.9219480950505711,0.0,iJR,0.7375584760404569,6.955335989502061,80,EX_ac_e,288
48,0.9014927680267827,0.32278087010354234,['GND'],[540],0.9219480950505711,0.0,iJR,0.7375584760404569,6.955335985785647,80,EX_ac_e,288
49,0.0,20.0,['RPI'],[1013],0.9219480950505711,0.0,iJR,-200.0,-200.0,80,EX_ac_e,288
50,0.9084959669900238,0.16991943279661118,['RPE'],[1002],0.9219480950505711,0.0,iJR,0.7375584760404569,7.058935359055896,80,EX_ac_e,288
51,0.9058250908641557,0.22821764249278137,['TKT1'],[1005],0.9219480950505711,0.0,iJR,0.7375584760404569,7.019613658061696,80,EX_ac_e,288
52,0.906132890079475,0.2214991941342052,['TALA'],[941],0.9219480950505711,0.0,iJR,0.7375584760404569,7.024157016271047,80,EX_ac_e,288
53,0.911182640128232,0.11127641540805727,['TKT2'],[1006],0.9219480950505711,0.0,iJR,0.7375584760404569,7.0982570555419535,80,EX_ac_e,288
54,0.8458432199627773,0.06327103518370854,['FUM'],[358],0.9219480950505711,0.0,iJR,0.7375584760404569,5.920895961626931,80,EX_ac_e,288
55,0.9219480950719302,0.0,['FRD2'],[344],0.9219480950505711,0.0,iJR,0.7375584760404569,7.284326896742982,80,EX_ac_e,288
56,0.9104503188692024,0.2108772769704875,['SUCOAS'],[934],0.9219480950505711,0.0,iJR,0.7375584760404569,7.28432689282434,80,EX_ac_e,288
57,0.9061290519881277,0.3048023147857157,['AKGDH'],[129],0.9219480950505711,0.0,iJR,0.7375584760404569,7.284326892795359,80,EX_ac_e,288
58,0.0,20.000000000436557,['ICDHyr'],[562],0.9219480950505711,0.0,iJR,-200.0,-200.0,80,EX_ac_e,288
59,0.0,20.000000000194024,['CS'],[174],0.9219480950505711,0.0,iJR,-200.0,-200.0,80,EX_ac_e,288
60,0.8814605051330854,0.8409863228483005,['MDH'],[707],0.9219480950505711,0.0,iJR,0.7375584760404569,7.2290940330451585,80,EX_ac_e,288
61,0.9219480950505694,0.0,['MDH2'],[710],0.9219480950505711,0.0,iJR,0.7375584760404569,7.28432689292039,80,EX_ac_e,288
62,0.9219480950505694,0.0,['MDH3'],[715],0.9219480950505711,0.0,iJR,0.7375584760404569,7.284326892912075,80,EX_ac_e,288
63,0.9219480950719315,0.0,['ACALD'],[28],0.9219480950505711,0.0,iJR,0.7375584760404569,7.284326899628354,80,EX_ac_e,288
64,0.9219480950719247,0.0,['HEX1'],[496],0.9219480950505711,0.0,iJR,0.6453636665353997,10.435300949260254,70,EX_ac_e,288
65,0.9059834153894792,0.30796780293497,['PGI'],[779],0.9219480950505711,0.0,iJR,0.6453636665353997,9.701318038784175,70,EX_ac_e,288
66,0.9082821458139984,0.2580036738561802,['PFK'],[888],0.9219480950505711,0.0,iJR,0.6453636665353997,10.313558207690772,70,EX_ac_e,288
67,0.9082821458139974,0.25800367385618034,['FBA'],[776],0.9219480950505711,0.0,iJR,0.6453636665353997,10.313558202275306,70,EX_ac_e,288
68,0.8445864993222695,1.6424624837729758,['TPI'],[1033],0.9219480950505711,0.0,iJR,0.6453636665353997,9.69822181476348,70,EX_ac_e,288
69,0.625012684519985,6.415016326887079,['GAPD'],[427],0.9219480950505711,0.0,iJR,-200.0,-200.0,70,EX_ac_e,288
70,0.625012684519985,6.415016326887079,['PGK'],[781],0.9219480950505711,0.0,iJR,-200.0,-200.0,70,EX_ac_e,288
71,0.745293294317762,3.800653191819121,['PGM'],[784],0.9219480950505711,0.0,iJR,0.6453636665353997,7.63941363986698,70,EX_ac_e,288
72,0.745293294317762,3.800653191819121,['ENO'],[260],0.9219480950505711,0.0,iJR,0.6453636665353997,7.63941363986698,70,EX_ac_e,288
73,0.9219480950719274,0.0,['PYK'],[852],0.9219480950505711,0.0,iJR,0.6453636665353997,10.435300946337602,70,EX_ac_e,288
74,0.9219480950719289,0.0,['LDH_D'],[620],0.9219480950505711,0.0,iJR,0.6453636665353997,10.435300947713491,70,EX_ac_e,288
75,0.921948095071933,0.0,['PFL'],[770],0.9219480950505711,0.0,iJR,0.6453636665353997,10.383735817453168,70,EX_ac_e,288
76,0.9189654937125947,0.02579541572638746,['PTAr'],[905],0.9219480950505711,0.0,iJR,0.6453636665353997,9.2545255727164,70,EX_ac_e,288
77,0.9189654937125947,0.02579541572638746,['ACKr'],[43],0.9219480950505711,0.0,iJR,0.6453636665353997,9.2545255727164,70,EX_ac_e,288
78,0.9014927680267776,0.3227808701035427,['G6PDH2r'],[393],0.9219480950505711,0.0,iJR,0.6453636665353997,10.435300946038778,70,EX_ac_e,288
79,0.9014927680267776,0.3227808701035427,['PGL'],[782],0.9219480950505711,0.0,iJR,0.6453636665353997,10.435300946038778,70,EX_ac_e,288
80,0.9014927680267827,0.32278087010354234,['GND'],[540],0.9219480950505711,0.0,iJR,0.6453636665353997,10.435300952637146,70,EX_ac_e,288
81,0.0,20.0,['RPI'],[1013],0.9219480950505711,0.0,iJR,-200.0,-200.0,70,EX_ac_e,288
82,0.9084959669900238,0.16991943279661118,['RPE'],[1002],0.9219480950505711,0.0,iJR,0.6453636665353997,10.366979634507532,70,EX_ac_e,288
83,0.9058250908641557,0.22821764249278137,['TKT1'],[1005],0.9219480950505711,0.0,iJR,0.6453636665353997,10.404020116673525,70,EX_ac_e,288
84,0.906132890079475,0.2214991941342052,['TALA'],[941],0.9219480950505711,0.0,iJR,0.6453636665353997,10.399740336237329,70,EX_ac_e,288
85,0.911182640128232,0.11127641540805727,['TKT2'],[1006],0.9219480950505711,0.0,iJR,0.6453636665353997,10.329939158283638,70,EX_ac_e,288
86,0.8458432199627773,0.06327103518370854,['FUM'],[358],0.9219480950505711,0.0,iJR,0.6453636665353997,9.339731668409721,70,EX_ac_e,288
87,0.9219480950719302,0.0,['FRD2'],[344],0.9219480950505711,0.0,iJR,0.6453636665353997,10.435300951088182,70,EX_ac_e,288
88,0.9104503188692024,0.2108772769704875,['SUCOAS'],[934],0.9219480950505711,0.0,iJR,0.6453636665353997,10.43530094911676,70,EX_ac_e,288
89,0.9061290519881277,0.3048023147857157,['AKGDH'],[129],0.9219480950505711,0.0,iJR,0.6453636665353997,10.435300946021236,70,EX_ac_e,288
90,0.0,20.000000000436557,['ICDHyr'],[562],0.9219480950505711,0.0,iJR,-200.0,-200.0,70,EX_ac_e,288
91,0.0,20.000000000194024,['CS'],[174],0.9219480950505711,0.0,iJR,-200.0,-200.0,70,EX_ac_e,288
92,0.8814605051330854,0.8409863228483005,['MDH'],[707],0.9219480950505711,0.0,iJR,0.6453636665353997,10.399690291425888,70,EX_ac_e,288
93,0.9219480950505694,0.0,['MDH2'],[710],0.9219480950505711,0.0,iJR,0.6453636665353997,10.435300947335037,70,EX_ac_e,288
94,0.9219480950505694,0.0,['MDH3'],[715],0.9219480950505711,0.0,iJR,0.6453636665353997,10.435300947322766,70,EX_ac_e,288
95,0.9219480950719315,0.0,['ACALD'],[28],0.9219480950505711,0.0,iJR,0.6453636665353997,10.435300948627695,70,EX_ac_e,288
96,0.9219480950719247,0.0,['HEX1'],[496],0.9219480950505711,0.0,iJR,0.5531688570303426,13.02167632634443,60,EX_ac_e,288
97,0.9059834153894792,0.30796780293497,['PGI'],[779],0.9219480950505711,0.0,iJR,0.5531688570303426,12.408987658548858,60,EX_ac_e,288
98,0.9082821458139984,0.2580036738561802,['PFK'],[888],0.9219480950505711,0.0,iJR,0.5531688570303426,12.935473388813747,60,EX_ac_e,288
99,0.9082821458139974,0.25800367385618034,['FBA'],[776],0.9219480950505711,0.0,iJR,0.5531688570303426,12.935473391754659,60,EX_ac_e,288
100,0.8445864993222695,1.6424624837729758,['TPI'],[1033],0.9219480950505711,0.0,iJR,0.5531688570303426,12.562707768520845,60,EX_ac_e,288
101,0.625012684519985,6.415016326887079,['GAPD'],[427],0.9219480950505711,0.0,iJR,0.5531688570303426,9.320823100440135,60,EX_ac_e,288
102,0.625012684519985,6.415016326887079,['PGK'],[781],0.9219480950505711,0.0,iJR,0.5531688570303426,9.320823100440135,60,EX_ac_e,288
103,0.745293294317762,3.800653191819121,['PGM'],[784],0.9219480950505711,0.0,iJR,0.5531688570303426,10.846595890993465,60,EX_ac_e,288
104,0.745293294317762,3.800653191819121,['ENO'],[260],0.9219480950505711,0.0,iJR,0.5531688570303426,10.846595890993465,60,EX_ac_e,288
105,0.9219480950719274,0.0,['PYK'],[852],0.9219480950505711,0.0,iJR,0.5531688570303426,13.02167632930047,60,EX_ac_e,288
106,0.9219480950719289,0.0,['LDH_D'],[620],0.9219480950505711,0.0,iJR,0.5531688570303426,13.021676326554623,60,EX_ac_e,288
107,0.921948095071933,0.0,['PFL'],[770],0.9219480950505711,0.0,iJR,0.5531688570303426,12.905313934730339,60,EX_ac_e,288
108,0.9189654937125947,0.02579541572638746,['PTAr'],[905],0.9219480950505711,0.0,iJR,0.5531688570303426,11.965039035275666,60,EX_ac_e,288
109,0.9189654937125947,0.02579541572638746,['ACKr'],[43],0.9219480950505711,0.0,iJR,0.5531688570303426,11.965039035275666,60,EX_ac_e,288
110,0.9014927680267776,0.3227808701035427,['G6PDH2r'],[393],0.9219480950505711,0.0,iJR,0.5531688570303426,13.021676329872454,60,EX_ac_e,288
111,0.9014927680267776,0.3227808701035427,['PGL'],[782],0.9219480950505711,0.0,iJR,0.5531688570303426,13.021676329872454,60,EX_ac_e,288
112,0.9014927680267827,0.32278087010354234,['GND'],[540],0.9219480950505711,0.0,iJR,0.5531688570303426,13.021676323120298,60,EX_ac_e,288
113,0.0,20.0,['RPI'],[1013],0.9219480950505711,0.0,iJR,-200.0,-200.0,60,EX_ac_e,288
114,0.9084959669900238,0.16991943279661118,['RPE'],[1002],0.9219480950505711,0.0,iJR,0.5531688570303426,11.994095554481005,60,EX_ac_e,288
115,0.9058250908641557,0.22821764249278137,['TKT1'],[1005],0.9219480950505711,0.0,iJR,0.5531688570303426,12.11474168139508,60,EX_ac_e,288
116,0.906132890079475,0.2214991941342052,['TALA'],[941],0.9219480950505711,0.0,iJR,0.5531688570303426,12.100801826601504,60,EX_ac_e,288
117,0.911182640128232,0.11127641540805727,['TKT2'],[1006],0.9219480950505711,0.0,iJR,0.5531688570303426,11.87344942673467,60,EX_ac_e,288
118,0.8458432199627773,0.06327103518370854,['FUM'],[358],0.9219480950505711,0.0,iJR,0.5531688570303426,12.176973834727008,60,EX_ac_e,288
119,0.9219480950719302,0.0,['FRD2'],[344],0.9219480950505711,0.0,iJR,0.5531688570303426,13.021676328814424,60,EX_ac_e,288
120,0.9104503188692024,0.2108772769704875,['SUCOAS'],[934],0.9219480950505711,0.0,iJR,0.5531688570303426,13.021676326847489,60,EX_ac_e,288
121,0.9061290519881277,0.3048023147857157,['AKGDH'],[129],0.9219480950505711,0.0,iJR,0.5531688570303426,13.021676328059097,60,EX_ac_e,288
122,0.0,20.000000000436557,['ICDHyr'],[562],0.9219480950505711,0.0,iJR,-200.0,-200.0,60,EX_ac_e,288
123,0.0,20.000000000194024,['CS'],[174],0.9219480950505711,0.0,iJR,-200.0,-200.0,60,EX_ac_e,288
124,0.8814605051330854,0.8409863228483005,['MDH'],[707],0.9219480950505711,0.0,iJR,0.5531688570303426,12.996461332629364,60,EX_ac_e,288
125,0.9219480950505694,0.0,['MDH2'],[710],0.9219480950505711,0.0,iJR,0.5531688570303426,13.021676333944153,60,EX_ac_e,288
126,0.9219480950505694,0.0,['MDH3'],[715],0.9219480950505711,0.0,iJR,0.5531688570303426,13.021676333949234,60,EX_ac_e,288
127,0.9219480950719315,0.0,['ACALD'],[28],0.9219480950505711,0.0,iJR,0.5531688570303426,13.021676323038738,60,EX_ac_e,288
128,0.9219480950719247,0.0,['HEX1'],[496],0.9219480950505711,0.0,iJR,0.46097404752528554,15.523860698777229,50,EX_ac_e,288
129,0.9059834153894792,0.30796780293497,['PGI'],[779],0.9219480950505711,0.0,iJR,0.46097404752528554,14.714632563728758,50,EX_ac_e,288
130,0.9082821458139984,0.2580036738561802,['PFK'],[888],0.9219480950505711,0.0,iJR,0.46097404752528554,15.45202492205154,50,EX_ac_e,288
131,0.9082821458139974,0.25800367385618034,['FBA'],[776],0.9219480950505711,0.0,iJR,0.46097404752528554,15.452024917417134,50,EX_ac_e,288
132,0.8445864993222695,1.6424624837729758,['TPI'],[1033],0.9219480950505711,0.0,iJR,0.46097404752528554,15.189558050020496,50,EX_ac_e,288
133,0.625012684519985,6.415016326887079,['GAPD'],[427],0.9219480950505711,0.0,iJR,0.46097404752528554,12.833411443007353,50,EX_ac_e,288
134,0.625012684519985,6.415016326887079,['PGK'],[781],0.9219480950505711,0.0,iJR,0.46097404752528554,12.833411443007353,50,EX_ac_e,288
135,0.745293294317762,3.800653191819121,['PGM'],[784],0.9219480950505711,0.0,iJR,0.46097404752528554,13.619600183755013,50,EX_ac_e,288
136,0.745293294317762,3.800653191819121,['ENO'],[260],0.9219480950505711,0.0,iJR,0.46097404752528554,13.619600183755013,50,EX_ac_e,288
137,0.9219480950719274,0.0,['PYK'],[852],0.9219480950505711,0.0,iJR,0.46097404752528554,15.52386069859905,50,EX_ac_e,288
138,0.9219480950719289,0.0,['LDH_D'],[620],0.9219480950505711,0.0,iJR,0.46097404752528554,15.523860696222194,50,EX_ac_e,288
139,0.921948095071933,0.0,['PFL'],[770],0.9219480950505711,0.0,iJR,0.46097404752528554,15.426892048830021,50,EX_ac_e,288
140,0.9189654937125947,0.02579541572638746,['PTAr'],[905],0.9219480950505711,0.0,iJR,0.46097404752528554,14.303077692200452,50,EX_ac_e,288
141,0.9189654937125947,0.02579541572638746,['ACKr'],[43],0.9219480950505711,0.0,iJR,0.46097404752528554,14.303077692200452,50,EX_ac_e,288
142,0.9014927680267776,0.3227808701035427,['G6PDH2r'],[393],0.9219480950505711,0.0,iJR,0.46097404752528554,15.523860700284521,50,EX_ac_e,288
143,0.9014927680267776,0.3227808701035427,['PGL'],[782],0.9219480950505711,0.0,iJR,0.46097404752528554,15.523860700284521,50,EX_ac_e,288
144,0.9014927680267827,0.32278087010354234,['GND'],[540],0.9219480950505711,0.0,iJR,0.46097404752528554,15.52386070361273,50,EX_ac_e,288
145,0.0,20.0,['RPI'],[1013],0.9219480950505711,0.0,iJR,-200.0,-200.0,50,EX_ac_e,288
146,0.9084959669900238,0.16991943279661118,['RPE'],[1002],0.9219480950505711,0.0,iJR,0.46097404752528554,13.328412959913825,50,EX_ac_e,288
147,0.9058250908641557,0.22821764249278137,['TKT1'],[1005],0.9219480950505711,0.0,iJR,0.46097404752528554,13.428951401434215,50,EX_ac_e,288
148,0.906132890079475,0.2214991941342052,['TALA'],[941],0.9219480950505711,0.0,iJR,0.46097404752528554,13.417334855908697,50,EX_ac_e,288
149,0.911182640128232,0.11127641540805727,['TKT2'],[1006],0.9219480950505711,0.0,iJR,0.46097404752528554,13.227874521386386,50,EX_ac_e,288
150,0.8458432199627773,0.06327103518370854,['FUM'],[358],0.9219480950505711,0.0,iJR,0.46097404752528554,14.81994195395765,50,EX_ac_e,288
151,0.9219480950719302,0.0,['FRD2'],[344],0.9219480950505711,0.0,iJR,0.46097404752528554,15.523860699593017,50,EX_ac_e,288
152,0.9104503188692024,0.2108772769704875,['SUCOAS'],[934],0.9219480950505711,0.0,iJR,0.46097404752528554,15.523860701516785,50,EX_ac_e,288
153,0.9061290519881277,0.3048023147857157,['AKGDH'],[129],0.9219480950505711,0.0,iJR,0.46097404752528554,15.523860701350841,50,EX_ac_e,288
154,0.0,20.000000000436557,['ICDHyr'],[562],0.9219480950505711,0.0,iJR,-200.0,-200.0,50,EX_ac_e,288
155,0.0,20.000000000194024,['CS'],[174],0.9219480950505711,0.0,iJR,-200.0,-200.0,50,EX_ac_e,288
156,0.8814605051330854,0.8409863228483005,['MDH'],[707],0.9219480950505711,0.0,iJR,0.46097404752528554,15.502848198604912,50,EX_ac_e,288
157,0.9219480950505694,0.0,['MDH2'],[710],0.9219480950505711,0.0,iJR,0.46097404752528554,15.523860699627956,50,EX_ac_e,288
158,0.9219480950505694,0.0,['MDH3'],[715],0.9219480950505711,0.0,iJR,0.46097404752528554,15.523860699622883,50,EX_ac_e,288
159,0.9219480950719315,0.0,['ACALD'],[28],0.9219480950505711,0.0,iJR,0.46097404752528554,15.523860695384181,50,EX_ac_e,288
160,0.9219480950719247,0.0,['HEX1'],[496],0.9219480950505711,0.0,iJR,0.36877923802022844,18.026045086920053,40,EX_ac_e,288
161,0.9059834153894792,0.30796780293497,['PGI'],[779],0.9219480950505711,0.0,iJR,0.36877923802022844,17.020277485134987,40,EX_ac_e,288
162,0.9082821458139984,0.2580036738561802,['PFK'],[888],0.9219480950505711,0.0,iJR,0.36877923802022844,17.968576463298017,40,EX_ac_e,288
163,0.9082821458139974,0.25800367385618034,['FBA'],[776],0.9219480950505711,0.0,iJR,0.36877923802022844,17.968576460938035,40,EX_ac_e,288
164,0.8445864993222695,1.6424624837729758,['TPI'],[1033],0.9219480950505711,0.0,iJR,0.36877923802022844,17.816408351195566,40,EX_ac_e,288
165,0.625012684519985,6.415016326887079,['GAPD'],[427],0.9219480950505711,0.0,iJR,0.36877923802022844,15.787118342880142,40,EX_ac_e,288
166,0.625012684519985,6.415016326887079,['PGK'],[781],0.9219480950505711,0.0,iJR,0.36877923802022844,15.787118342880142,40,EX_ac_e,288
167,0.745293294317762,3.800653191819121,['PGM'],[784],0.9219480950505711,0.0,iJR,0.36877923802022844,16.227108721523877,40,EX_ac_e,288
168,0.745293294317762,3.800653191819121,['ENO'],[260],0.9219480950505711,0.0,iJR,0.36877923802022844,16.227108721523877,40,EX_ac_e,288
169,0.9219480950719274,0.0,['PYK'],[852],0.9219480950505711,0.0,iJR,0.36877923802022844,18.026045087751484,40,EX_ac_e,288
170,0.9219480950719289,0.0,['LDH_D'],[620],0.9219480950505711,0.0,iJR,0.36877923802022844,18.02604508511732,40,EX_ac_e,288
171,0.921948095071933,0.0,['PFL'],[770],0.9219480950505711,0.0,iJR,0.36877923802022844,17.94415584195791,40,EX_ac_e,288
172,0.9189654937125947,0.02579541572638746,['PTAr'],[905],0.9219480950505711,0.0,iJR,0.36877923802022844,16.60086216113659,40,EX_ac_e,288
173,0.9189654937125947,0.02579541572638746,['ACKr'],[43],0.9219480950505711,0.0,iJR,0.36877923802022844,16.60086216113659,40,EX_ac_e,288
174,0.9014927680267776,0.3227808701035427,['G6PDH2r'],[393],0.9219480950505711,0.0,iJR,0.36877923802022844,18.026045084166643,40,EX_ac_e,288
175,0.9014927680267776,0.3227808701035427,['PGL'],[782],0.9219480950505711,0.0,iJR,0.36877923802022844,18.026045084166643,40,EX_ac_e,288
176,0.9014927680267827,0.32278087010354234,['GND'],[540],0.9219480950505711,0.0,iJR,0.36877923802022844,18.026045084719712,40,EX_ac_e,288
177,0.0,20.0,['RPI'],[1013],0.9219480950505711,0.0,iJR,-200.0,-200.0,40,EX_ac_e,288
178,0.9084959669900238,0.16991943279661118,['RPE'],[1002],0.9219480950505711,0.0,iJR,0.36877923802022844,14.662730372447976,40,EX_ac_e,288
179,0.9058250908641557,0.22821764249278137,['TKT1'],[1005],0.9219480950505711,0.0,iJR,0.36877923802022844,14.743161122288232,40,EX_ac_e,288
180,0.906132890079475,0.2214991941342052,['TALA'],[941],0.9219480950505711,0.0,iJR,0.36877923802022844,14.733867883702507,40,EX_ac_e,288
181,0.911182640128232,0.11127641540805727,['TKT2'],[1006],0.9219480950505711,0.0,iJR,0.36877923802022844,14.582299619996196,40,EX_ac_e,288
182,0.8458432199627773,0.06327103518370854,['FUM'],[358],0.9219480950505711,0.0,iJR,0.36877923802022844,17.462910096569303,40,EX_ac_e,288
183,0.9219480950719302,0.0,['FRD2'],[344],0.9219480950505711,0.0,iJR,0.36877923802022844,18.02604508352033,40,EX_ac_e,288
184,0.9104503188692024,0.2108772769704875,['SUCOAS'],[934],0.9219480950505711,0.0,iJR,0.36877923802022844,18.026045085280376,40,EX_ac_e,288
185,0.9061290519881277,0.3048023147857157,['AKGDH'],[129],0.9219480950505711,0.0,iJR,0.36877923802022844,18.026045088350784,40,EX_ac_e,288
186,0.0,20.000000000436557,['ICDHyr'],[562],0.9219480950505711,0.0,iJR,-200.0,-200.0,40,EX_ac_e,288
187,0.0,20.000000000194024,['CS'],[174],0.9219480950505711,0.0,iJR,-200.0,-200.0,40,EX_ac_e,288
188,0.8814605051330854,0.8409863228483005,['MDH'],[707],0.9219480950505711,0.0,iJR,0.36877923802022844,18.00923508544278,40,EX_ac_e,288
189,0.9219480950505694,0.0,['MDH2'],[710],0.9219480950505711,0.0,iJR,0.36877923802022844,18.026045084144517,40,EX_ac_e,288
190,0.9219480950505694,0.0,['MDH3'],[715],0.9219480950505711,0.0,iJR,0.36877923802022844,18.02604508413441,40,EX_ac_e,288
